time,cablecal,temp,pressure,humid,cablecal_baseline,cablecal_clean,cablecal_baseline_ml_pred
2020-02-20 13:16:44,3.425744773,-3.634883721,887.9,0.504560824,3.425744773,3.425744773,
2020-02-20 13:18:28,3.463218831,-4.110631229,887.8986711,0.519602482,3.463218831,3.463218831,
2020-02-20 13:21:34,3.376279018,-4.604983389,887.8368771,0.539574381,3.376279018,3.376279018,
2020-02-20 13:23:27,3.383474037,-4.899335548,887.8013289,0.551406998,3.383474037,3.383474037,
2020-02-20 13:26:09,3.414952245,-4.84551495,887.9089701,0.544433159,3.414952245,3.414952245,
2020-02-20 13:28:23,3.436537302,-4.800996678,887.9980066,0.538664674,3.436537302,3.436537302,
2020-02-20 13:30:48,3.427243736,-5.317218543,888.0470199,0.541175492,3.427243736,3.427243736,
2020-02-20 13:32:39,3.38017632,-5.721523179,888.0837748,0.543239126,3.38017632,3.38017632,
2020-02-20 13:34:34,3.36308815,-5.790365449,888.0780731,0.542534948,3.36308815,3.36308815,
2020-02-20 13:36:57,3.372981301,-5.55282392,888.0305648,0.539035455,3.372981301,3.372981301,
2020-02-20 13:39:16,3.402660754,-5.337541528,888.0156146,0.538341183,3.402660754,3.402660754,
2020-02-20 13:41:28,3.385872376,-5.162126246,888.0594684,0.542714458,3.385872376,3.385872376,
2020-02-20 13:43:31,3.438036264,-4.998671096,888.1,0.546760252,3.438036264,3.438036264,
2020-02-20 13:44:41,3.425744773,-4.905647841,888.1,0.547028271,3.425744773,3.425744773,
2020-02-20 13:46:13,3.442233358,-4.783388704,888.1,0.547380524,3.442233358,3.442233358,
2020-02-20 13:47:49,3.453925264,-4.655813953,888.1,0.547748093,3.453925264,3.453925264,
2020-02-20 13:49:39,3.456323604,-4.441860465,888.1225914,0.540605649,3.456323604,3.456323604,
2020-02-20 13:52:19,3.322016583,-4.069767442,888.1757475,0.523421519,3.322016583,3.322016583,
2020-02-20 13:54:21,3.288439827,-3.86744186,888.2,0.51500215,3.288439827,3.288439827,
2020-02-20 13:58:06,3.261458506,-3.717940199,888.2,0.512342972,3.261458506,3.261458506,
2020-02-20 14:01:48,3.214690883,-4.088704319,888.2647841,0.513555952,3.214690883,3.214690883,
2020-02-20 14:05:04,3.293536299,-4.180398671,888.3,0.511045071,3.293536299,3.293536299,
2020-02-20 14:07:13,3.330710564,-4.0089701,888.3,0.506252429,3.330710564,3.330710564,
2020-02-20 14:09:36,3.370882753,-3.839202658,888.3202658,0.500131183,3.370882753,3.370882753,
2020-02-20 14:12:37,3.393367188,-3.658803987,888.3803987,0.491007714,3.393367188,3.393367188,
2020-02-20 14:14:51,3.350796659,-3.550166113,888.3750831,0.494234278,3.350796659,3.350796659,
2020-02-20 14:17:06,3.395765527,-3.460465116,888.3302326,0.505395199,3.395765527,3.395765527,
2020-02-20 14:19:51,3.196403543,-3.449169435,888.3491694,0.521144589,3.196403543,3.196403543,
2020-02-20 14:21:06,3.3412033,-3.499003322,888.3990033,0.529481855,3.3412033,3.3412033,
2020-02-20 14:23:02,3.376878603,-3.576079734,888.4760797,0.542376826,3.376878603,3.376878603,
2020-02-20 14:25:44,3.392168018,-3.641721854,888.5,0.533777664,3.392168018,3.392168018,
2020-02-20 14:27:58,3.406258263,-3.686092715,888.5,0.520376547,3.406258263,3.406258263,
2020-02-20 14:30:23,3.398763452,-3.665780731,888.5,0.51065682,3.398763452,3.398763452,
2020-02-20 14:33:48,3.375679433,-3.595348837,888.5023256,0.500155207,3.375679433,3.375679433,
2020-02-20 14:35:38,3.353494791,-3.522259136,888.5388704,0.501859485,3.353494791,3.353494791,
2020-02-20 14:37:48,3.372981301,-3.435880399,888.5820598,0.503873631,3.372981301,3.372981301,
2020-02-20 14:39:30,3.367585036,-3.511627907,888.6159468,0.509736336,3.367585036,3.367585036,
2020-02-20 14:41:03,3.371482338,-3.727906977,888.6468439,0.519474329,3.371482338,3.371482338,
2020-02-20 14:43:33,3.380476112,-4.076744186,888.6966777,0.535180768,3.380476112,3.380476112,
2020-02-20 14:44:51,3.32171679,-4.362379421,888.7,0.537373427,3.32171679,3.32171679,
2020-02-20 14:46:36,3.381675282,-4.767524116,888.7,0.539142311,3.381675282,3.381675282,
2020-02-20 14:47:57,3.363387942,-5.080064309,888.7,0.540506879,3.363387942,3.363387942,
2020-02-20 14:49:20,3.352295621,-5.264261168,888.7,0.539640245,3.352295621,3.352295621,
2020-02-20 14:52:56,3.11306124,-4.967353952,888.7,0.524463038,3.11306124,3.11306124,
2020-02-20 14:54:13,3.295035262,-4.85379538,888.7,0.523968268,3.295035262,3.295035262,
2020-02-20 14:56:22,3.335507243,-4.640924092,888.7,0.537551083,3.335507243,3.335507243,
2020-02-20 14:59:22,3.374480263,-4.378135048,888.7,0.549201611,3.374480263,3.374480263,
2020-02-20 15:01:36,3.351696036,-4.291961415,888.7,0.534531488,3.351696036,3.351696036,
2020-02-20 15:03:51,3.391568433,-4.205144695,888.7,0.519751887,3.391568433,3.391568433,
2020-02-20 15:06:12,3.363387942,-4.2,888.744186,0.518876059,3.363387942,3.363387942,
2020-02-20 15:07:55,3.354094376,-4.2,888.7784053,0.518876059,3.354094376,3.354094376,
2020-02-20 15:10:04,3.344501017,-4.111418685,888.8,0.521958452,3.344501017,3.344501017,
2020-02-20 15:11:35,3.34480081,-3.985467128,888.8,0.526341229,3.34480081,3.34480081,
2020-02-20 15:13:15,3.397864075,-3.847058824,888.8,0.531157468,3.397864075,3.397864075,
2020-02-20 15:15:53,3.320517621,-3.8,888.882392,0.529285582,3.320517621,3.320517621,
2020-02-20 15:16:54,3.352295621,-3.8,888.9229236,0.527559181,3.352295621,3.352295621,
2020-02-20 15:18:10,3.357991678,-3.8,888.9734219,0.525408255,3.357991678,3.357991678,
2020-02-20 15:19:34,3.356792508,-3.8,888.9853821,0.519470438,3.356792508,3.356792508,
2020-02-20 15:21:26,3.358891055,-3.8,888.9481728,0.50723762,3.358891055,3.358891055,
2020-02-20 15:24:41,3.120855843,-3.733774834,888.9165563,0.492931896,3.120855843,3.120855843,
2020-02-20 15:26:04,3.279146261,-3.62384106,888.9440397,0.495474031,3.279146261,3.279146261,
2020-02-20 15:27:54,3.324414922,-3.478145695,888.9804636,0.498843126,3.324414922,3.324414922,
2020-02-20 15:29:52,3.337605791,-3.321594684,889.0196013,0.497763013,3.337605791,3.337605791,
2020-02-20 15:31:34,3.355593338,-3.186046512,889.0534884,0.492771629,3.355593338,3.355593338,
2020-02-20 15:33:57,3.353794583,-2.997009967,889.1009967,0.485737771,3.353794583,3.353794583,
2020-02-20 15:36:48,3.302829865,-2.826578073,889.1578073,0.475310254,3.302829865,3.302829865,
2020-02-20 15:38:51,3.27045228,-2.703986711,889.1986711,0.46780976,3.27045228,3.27045228,
2020-02-20 15:42:35,3.253064317,-2.626910299,889.2730897,0.465035888,3.253064317,3.253064317,
2020-02-20 15:46:17,3.227581959,-2.459468439,889.3,0.462786885,3.227581959,3.227581959,
2020-02-20 15:49:33,3.293836092,-2.252159468,889.3119601,0.460555437,3.293836092,3.293836092,
2020-02-20 15:52:43,3.416451207,-1.999667774,889.3750831,0.456668931,3.416451207,3.416451207,
2020-02-20 15:53:58,3.428442905,-1.9,889.4,0.455134784,3.428442905,3.428442905,
2020-02-20 15:55:32,3.458721944,-1.743853821,889.3687708,0.451102923,3.458721944,3.458721944,
2020-02-20 15:57:37,3.443732321,-1.536212625,889.3272425,0.445741406,3.443732321,3.443732321,
2020-02-20 15:59:28,3.45092734,-1.371096346,889.3096346,0.44129595,3.45092734,3.45092734,
2020-02-20 16:02:05,3.246468883,-1.21461794,889.361794,0.43627032,3.246468883,3.246468883,
2020-02-20 16:03:23,3.414652452,-1.136877076,889.3877076,0.433773511,3.414652452,3.414652452,
2020-02-20 16:05:32,3.445830868,-0.855481728,889.4,0.427104337,3.445830868,3.445830868,
2020-02-20 16:08:33,3.477009284,-0.374418605,889.4,0.416313609,3.477009284,3.477009284,
2020-02-20 16:10:47,3.455124434,-0.053488372,889.4,0.409655197,3.455124434,3.455124434,
2020-02-20 16:13:02,3.494397246,0.260465116,889.4,0.403301119,3.494397246,3.494397246,
2020-02-20 16:16:37,3.27285062,0.811960133,889.451495,0.388907262,3.27285062,3.27285062,
2020-02-20 16:19:05,3.325614092,1.203311258,889.5,0.377920983,3.325614092,3.325614092,
2020-02-20 16:21:25,3.331609941,1.435099338,889.5,0.371743241,3.331609941,3.331609941,
2020-02-20 16:22:59,3.34240247,1.590728477,889.5,0.367595329,3.34240247,3.34240247,
2020-02-20 16:24:46,3.356192923,1.75448505,889.5,0.362512376,3.356192923,3.356192923,
2020-02-20 16:26:54,3.365786282,1.924584718,889.5,0.355735901,3.365786282,3.365786282,
2020-02-20 16:28:00,3.382874452,2.012292359,889.5,0.352241781,3.382874452,3.382874452,
2020-02-20 16:29:35,3.389469886,2.157807309,889.5,0.347342223,3.389469886,3.389469886,
2020-02-20 16:31:05,3.399063244,2.337209302,889.5,0.342980518,3.399063244,3.399063244,
2020-02-20 16:32:53,3.417350584,2.552491694,889.5,0.337746471,3.417350584,3.417350584,
2020-02-20 16:36:06,3.307326752,2.818604651,889.5,0.344412859,3.307326752,3.307326752,
2020-02-20 16:37:15,3.507288322,2.887375415,889.5,0.35035769,3.507288322,3.507288322,
2020-02-20 16:39:04,3.5558547,2.996013289,889.5,0.3597488,3.5558547,3.5558547,
2020-02-20 16:41:02,3.582536229,3.075747508,889.5,0.353954697,3.582536229,3.582536229,
2020-02-20 16:42:44,3.597226059,3.143521595,889.5,0.348462149,3.597226059,3.597226059,
2020-02-20 16:45:07,3.605920041,3.277076412,889.5,0.342039298,3.605920041,3.605920041,
2020-02-20 16:48:04,3.560651379,3.512292359,889.5,0.336406649,3.560651379,3.560651379,
2020-02-20 16:49:43,3.558552832,3.676744186,889.5,0.332826012,3.558552832,3.558552832,
2020-02-20 16:51:51,3.625106758,3.974418605,889.5,0.327084137,3.625106758,3.625106758,
2020-02-20 16:54:11,3.620310079,4.3,889.5,0.320803961,3.620310079,3.620310079,
2020-02-20 16:57:08,3.672773759,4.770431894,889.441196,0.310548901,3.672773759,3.672773759,
2020-02-20 17:00:53,3.730333911,5.200664452,889.4,0.300469749,3.730333911,3.730333911,
2020-02-20 17:01:54,3.735730175,5.261461794,889.4,0.298721395,3.735730175,3.735730175,
2020-02-20 17:03:25,3.738428307,5.352159468,889.4,0.296113194,3.738428307,3.738428307,
2020-02-20 17:04:52,3.759713571,5.451655629,889.4129139,0.29252984,3.759713571,3.759713571,
2020-02-20 17:06:04,3.742325609,5.547019868,889.436755,0.28845427,3.742325609,3.742325609,
2020-02-20 17:09:24,3.574741625,5.817940199,889.5,0.277899108,3.574741625,3.574741625,
2020-02-20 17:11:10,3.706350514,6.02923588,889.5,0.280919152,3.706350514,3.706350514,
2020-02-20 17:12:43,3.745323533,6.21461794,889.5,0.283568812,3.745323533,3.745323533,
2020-02-20 17:14:26,3.742325609,6.423255814,889.4966777,0.28548775,3.742325609,3.742325609,
2020-02-20 17:16:16,3.744124364,6.679069767,889.4601329,0.277449803,3.744124364,3.744124364,
2020-02-20 17:18:13,3.763610873,6.951162791,889.4212625,0.268900349,3.763610873,3.763610873,
2020-02-20 17:20:22,3.744424156,7.186378738,889.4,0.262683917,3.744424156,3.744424156,
2020-02-20 17:21:36,3.729134741,7.284717608,889.4,0.260930906,3.729134741,3.729134741,
